task_idx,state_id,official_init_state_sha256,hash_serialization_spec,libero_asset,source,native_in_rollout
0,0,4527b6e1a0a50dfad349d5473b7e15bb5baa1a863957e3913719f9d87c11df03,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,1,bed356c22565360985d3b16d26dbd03d74c2d5285750f15cec0c46a612c9dd95,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,2,f732a1fee8321c012c427a00837c7f591f64002908f048e28e4a7fc38bdd7e0e,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,3,7caa58e00f8b5d6458edf7e2b82f3bf57605a4a90523965009d7037a48549e7d,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,4,eb790987b67674b8dcedc25ead02e56de88bfe580be01e50055c5973fe800e75,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,5,43387be91f7901d21d607a765d6a2bcf5e83c46dfe5af6b868c275fbd37c5475,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,6,f60824015149f82b3cce671e9e7a469b4bbfa3cff955c5f805fb420184460ff3,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,7,93e9ecbc2714613c6e21eadf2e9a78188f37f66d39e2fe890243bf37d8639ff6,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,8,476cfb00d35b3f86548f41f40765be69f39192f4d997535dc90ddb67483c2c6d,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,9,4568b2087cdf5d6b261149027cfece9fbdae7083880e7a05e35a5f4670fae2ae,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,10,b041183effea01128a4232ad082ee9ebc3887c123c35971f91ee7b8c85074249,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,11,2246f4d8a050ced52ab8f83fe86ea6094792c8c5045e297f0b628c16da63de76,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,12,ef4ba41c23dde4e9f2db1956feac7b3a9e5f132315ef066e27d0ab93856603ac,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,13,dab87ffb00eddf49436dc5cd7a4da3d5d530cbe5fde2e7391b90433c4e92cf07,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,14,1e46076dac68373900cc563a0409a7923be805f1454e675c89ba41fd64ed8831,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,15,78d69ca6a70861e9a5ce59377af1d94b66dd54693a22abffe4783a0a19aa8dcf,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,16,5426ecebb4fa7a751e43d426e4fd653fed543c2a2871b14437e5d8ce5e3fef82,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,17,92539749c125a04584515323dcd9fd82db7231fbb276b5f1b77eaa20dec40887,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,18,7fd7169b2beae7bf2bd2a60b6dab4ca70d6e2122fcb20280e533676356e17633,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,19,725142586b3cb251e9629cb54a58e9292cee9d7cd9f2d136c05f92494539e3ec,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,20,983d9385fbc2d9607ec1675f312a9e764cae5d6cf6fd80b82c13283be1cf7c3a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,21,43ab4c874dffd00541b27ab125ba4a6595b90ef870c3d054e926eda28875bb13,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,22,5c506f1b212b26db2b76107fb29e1c4a2e9f54ccac9001e9229074cf668d72bb,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,23,0af4f4c4b144591d92955ec5dd2cce4c52e942ba1d386b412de5cbfb8592c5da,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,24,05b3f93921fa4ada6147457f970efbaf8725473dddf761c87c5636b3155f322e,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,25,b520809abacc1fd4926c331a24d60e6863209617129b1a8b3a628292f246cd5b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,26,81c5ea4ae7ebd35a6bbb284d5d70cf3909691cbb211e951da0003fa02b8a1d03,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,27,59da3293cd522988dc5e2f50fca92278c06779ada783e5076b78c4e49cf4d427,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,28,056fce4771e1e3462c346b38b1e9f7d8206d0485c5fa76b757a9f314ba4f6447,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,29,9a49e7b2c4ed92797f5e458ae61ce89e3708b5131364f11698c3e3444cb6400d,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,30,4dd3fd7d9cfc30483c131caf3e1942c31321a4f8e32706883c97aaa56e114aeb,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,31,e06e6e28ceec442359da23a4c477dbab8e645691fb87bcb24b9252f70fe4dcad,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,32,f6d2e5d1da7eecdfefc6bef52b880c5b894e7244a046baf65c56b8b213e5c260,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,33,22497b3a08eecf70ac4923adc9cf2f42c1a65a7e54e9b34332ef510e337f5728,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,34,eafd82e5bb69c5eabc52a7894f6d3e1a63edb3d54a3406e3ab2ca0b9b59f5b41,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,35,9da12a9369109f21d4d547e4de43c42376aa30091728ba063fd8445c5980dc02,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,36,9b9bd71b3652aeefdbf2496fe99f597dc9fd5822b8903234bd49a4462bcada33,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,37,770dd8b3abbcb3251dd504661610b0ec9a35440339512e76ee2c2167d5225e0e,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,38,75ff3ae713c5b70e4a068b42e06b47d3c8733d79d7c677f2e51ead4c234d3ae9,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,39,bc905b8209b9939f6835b731ca0e732c1f0213fb355b9ca174051bc34f1a5a41,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,40,cfea45472311b805f880434a8498cbb0254d90702cec00e1853f620eb5f20611,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,41,0ac9c194dbb71158e5eb82194015e1db19c0ef34ae573b6e6b571770cd0da994,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,42,0bf5863182e5f3de0eec63f1d386dbc2c717666e9fbefc7c0b8ca28f3fa86865,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,43,84802bea9f1b7f9abed078fec0778d6ffd42518e17beef86f5d69288606916fe,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,44,7f959d7010f91316be8fdff0c4ea0672649ee3216810a9f096aed21dc4af0cd0,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,45,43f3bcceea1300ea2f6b42fa6d06ec5b6c88cfd15253d6e5ecfda22e40b60780,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,46,865d947e82983388ad714dc1cce1f513c7aef7a291bd21afc0c30cb669061b58,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,47,1e7f4eca4d599916ca414cda7c6dba72ec77bd5ff1b1a6afb07eec59b2dc70e8,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,48,a0ba55771cbbb8504db806892526dd880cb52c64dedd5b1781e6f83208bebd4a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
0,49,db4b21724debfe7642cbf4f83eb58dc3181c610c2fc8589f0c385914a727c10b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,0,bc2a6cf04fa02061a549a9fc2db1ea492262f11d0a26ce28e35d60edd2bb3bab,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,1,1cd5195c8a125e55918abfb336fac230e5c62b1c2cdd28ea661dd8f7f6b7de85,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,2,8845ed9b6463c2086ad6f55908c97f7fc59c5b552947dd26ae3d511623182f19,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
