"fold/state parent keys for the 141 TRUE_T10 emitted episodes. These 17 parents define the emission-matched denominator for EARLY_SHIFT_T10 and COMMAND_OPEN_ORACLE_T10."
fold_01/state_0,TRUE_T10,EVERY_CONDITION
fold_01/state_1,TRUE_T10,EVERY_CONDITION
fold_02/state_0,TRUE_T10,EVERY_CONDITION
fold_02/state_1,TRUE_T10,EVERY_CONDITION
fold_03/state_0,TRUE_T10,EVERY_CONDITION
fold_03/state_1,TRUE_T10,EVERY_CONDITION
fold_04/state_0,TRUE_T10,EVERY_CONDITION
fold_04/state_1,TRUE_T10,EVERY_CONDITION
fold_05/state_0,TRUE_T10,EVERY_CONDITION
fold_05/state_1,TRUE_T10,EVERY_CONDITION
fold_06/state_0,TRUE_T10,EVERY_CONDITION
fold_06/state_1,TRUE_T10,EVERY_CONDITION
fold_07/state_0,TRUE_T10,EVERY_CONDITION
fold_07/state_1,TRUE_T10,EVERY_CONDITION
fold_08/state_0,TRUE_T10,EVERY_CONDITION
fold_08/state_1,TRUE_T10,EVERY_CONDITION
fold_09/state_1,TRUE_T10,EVERY_CONDITION
