assigned_gpu_pair,assigned_worker,canonical_key,condition,eval_seed,invalid_feature_steps,job_id,mlp_emit_step,model_path,n_steps,output_dir,primary_gpu_pair,primary_output_dir,primary_source,primary_status,primary_worker,render_gpu,split_role,state_id,status,suite,task_idx,task_success,unnorm_key
"5,4",worker_libero10_gpu54,libero_10|0|10|0|CLEAN,CLEAN,0,0,libero_10_t00_s10,182,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,351,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s10,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s10,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,10,PLANNED,libero_10,0,True,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|11|0|CLEAN,CLEAN,0,0,libero_10_t00_s11,99,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,264,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s11,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s11,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,11,PLANNED,libero_10,0,True,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|12|0|CLEAN,CLEAN,0,0,libero_10_t00_s12,282,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s12,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s12,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,12,PLANNED,libero_10,0,False,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|13|0|CLEAN,CLEAN,0,0,libero_10_t00_s13,93,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,264,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s13,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s13,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,13,PLANNED,libero_10,0,True,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|14|0|CLEAN,CLEAN,0,0,libero_10_t00_s14,113,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s14,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s14,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,14,PLANNED,libero_10,0,False,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|15|0|CLEAN,CLEAN,0,0,libero_10_t00_s15,189,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s15,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s15,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,15,PLANNED,libero_10,0,False,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|16|0|CLEAN,CLEAN,0,0,libero_10_t00_s16,131,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s16,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s16,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,16,PLANNED,libero_10,0,False,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|17|0|CLEAN,CLEAN,0,0,libero_10_t00_s17,130,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,328,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s17,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s17,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,train_pool,17,PLANNED,libero_10,0,True,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|18|0|CLEAN,CLEAN,0,0,libero_10_t00_s18,98,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,285,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s18,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s18,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,validation_pool,18,PLANNED,libero_10,0,True,libero_10
"5,4",worker_libero10_gpu54,libero_10|0|19|0|CLEAN,CLEAN,0,0,libero_10_t00_s19,90,/data/aviary/models/openvla/openvla-7b-finetuned-libero-10,257,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s19,"5,4",/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t00_s19,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/queue_status_worker_libero10_gpu54.csv,COMPLETE,worker_libero10_gpu54,5,validation_pool,19,PLANNED,libero_10,0,True,libero_10
