arm_action_preservation_mode,arm_duty,attack_frames,checkpoint_sha256,condition,dataset_sha256,env_open_duty,episode_path,invalid_feature_steps,manual_anchor_used,mlp_emit_step,mlp_triggered,n_steps,overlay_video_decode_ok,overlay_video_error,overlay_video_frames,parent_key,privileged_detector_input_used,raw_video_decode_ok,raw_video_error,raw_video_frames,requested_condition,source_root,status,step_rows,suite,summary_condition,task_success,token_open_duty
execute_clean_arm_with_attacked_gripper,0,0,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,CLEAN,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_4_0_CLEAN_clean,0,False,68,True,86,True,,86,libero_spatial|3|4|0|CLEAN,False,True,,86,CLEAN,RETRY_GPU15,COMPLETE,86,libero_spatial,CLEAN,True,0
execute_clean_arm_with_attacked_gripper,0.3,10,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,VIS,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,1.0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_4_0_CLEAN_vis,0,False,68,True,400,True,,400,libero_spatial|3|4|0|CLEAN,False,True,,400,VIS,RETRY_GPU15,COMPLETE,400,libero_spatial,TRUE_T10,False,1.0
execute_clean_arm_with_attacked_gripper,1.0,10,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,RAND,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0.0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_4_0_CLEAN_rand,0,False,68,True,86,True,,86,libero_spatial|3|4|0|CLEAN,False,True,,86,RAND,RETRY_GPU15,COMPLETE,86,libero_spatial,RAND_T10,True,0.0
execute_clean_arm_with_attacked_gripper,0.9,10,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,SHUFFLED,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0.0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_4_0_CLEAN_shuffled,0,False,68,True,86,True,,86,libero_spatial|3|4|0|CLEAN,False,True,,86,SHUFFLED,RETRY_GPU15,COMPLETE,86,libero_spatial,SHUFFLED_T10,True,0.0
execute_clean_arm_with_attacked_gripper,0,0,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,CLEAN,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_1_0_CLEAN_clean,0,False,73,True,95,True,,95,libero_spatial|3|1|0|CLEAN,False,True,,95,CLEAN,RETRY_GPU15,COMPLETE,95,libero_spatial,CLEAN,True,0
execute_clean_arm_with_attacked_gripper,0.2,10,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,VIS,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,1.0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_1_0_CLEAN_vis,0,False,73,True,400,True,,400,libero_spatial|3|1|0|CLEAN,False,True,,400,VIS,RETRY_GPU15,COMPLETE,400,libero_spatial,TRUE_T10,False,1.0
execute_clean_arm_with_attacked_gripper,0.8,10,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,RAND,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0.0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_1_0_CLEAN_rand,0,False,73,True,95,True,,95,libero_spatial|3|1|0|CLEAN,False,True,,95,RAND,RETRY_GPU15,COMPLETE,95,libero_spatial,RAND_T10,True,0.0
execute_clean_arm_with_attacked_gripper,0.5,10,f0ff9acdc77d1ca000214dae5d2758ba6474d3748248078cf99d1bdc79195da0,SHUFFLED,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0.0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621_retry_spatial_gpu15_r1/PAIR_RETRY_SPATIAL_GPU15/libero_spatial_3_1_0_CLEAN_shuffled,0,False,73,True,95,True,,95,libero_spatial|3|1|0|CLEAN,False,True,,95,SHUFFLED,RETRY_GPU15,COMPLETE,95,libero_spatial,SHUFFLED_T10,True,0.0
execute_clean_arm_with_attacked_gripper,0,0,d98256ea6c29f5aed4d96b58d0f5a9497358de54de6633aa52fe944828067994,CLEAN,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621/PAIR_B/libero_goal_2_8_0_CLEAN_clean,0,False,314,True,400,True,,400,libero_goal|2|8|0|CLEAN,False,True,,400,CLEAN,ORIGINAL_PAIR_B,COMPLETE,400,libero_goal,CLEAN,False,0
execute_clean_arm_with_attacked_gripper,0,0,d98256ea6c29f5aed4d96b58d0f5a9497358de54de6633aa52fe944828067994,VIS,104a26f026782be1cb7c5e1ef94fc19f12f519b3a201ba1a6aaa69b6d8dcaca0,0,/data/liuyu/layer3_outputs/provisional_two_suite_interface_smoke_20260621/PAIR_B/libero_goal_2_8_0_CLEAN_vis,0,False,-1,False,400,True,,400,libero_goal|2|8|0|CLEAN,False,True,,400,VIS,ORIGINAL_PAIR_B,COMPLETE,400,libero_goal,TRUE_T10,False,0
