parent_id,task,state_id,timing_class,clean_success,frame_step,frame_role,inside_teacher_window,d5_emit_relation,raw_frame_path,raw_frame_sha256,processor_tensor_path,processor_tensor_sha256,png_path,png_sha256,prompt_instruction,unnorm_key,target_token,attack_lambda,attack_seeds,gpu
butter_s11,butter,11,exact,1,58,teacher_ws,True,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/frame_0058.npy,44714e864e0a52c98fdcabdf72aa623a075fff0c1dcc4f1f3edb9a136df1971d,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/processor_0058.pt,426876b84b50552efa1040cbe272848ee144ff74d329c053c11edc9deee0b135,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/frame_0058.png,,,libero_object,31744,2.0,"81,82","1,5"
butter_s11,butter,11,exact,1,60,teacher_anchor+d5_emit,True,emit,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/frame_0060.npy,78e197b704a3e3d5a4b26e1dd7a5d44713924fe449ff03aa8bec1c11d9d23223,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/processor_0060.pt,069a0c1a918b42ab23381307f7ea1e4691fcd81f414d73f6b257a9c015e9f6e9,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/frame_0060.png,,,libero_object,31744,2.0,"81,82","1,5"
butter_s11,butter,11,exact,1,68,teacher_we,False,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/frame_0068.npy,a9af50b42f5afa63fe4b69953970da195f0c3815522dfd8e827b138ea208c495,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/processor_0068.pt,87e4634e0badcdeeb56cfb04b422d67fbddca3b5ab92442a3d7073720964ff87,/data/liuyu/outputs/l12_frame_handoff_v2_r1/butter_s11_frame/frame_0068.png,54fda5c95e8b557a20ba993d040b8372b3da9ef449c3ee10e2b1b5352d2f576c,,libero_object,31744,2.0,"81,82","1,5"
tomato_sauce_s23,tomato_sauce,23,early,1,69,d5_emit,False,emit,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/frame_0069.npy,eea6ebaef312f47ca1eb2b770d70976f8764bae36d424538e2a2c29a5b9ca4e1,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/processor_0069.pt,99fc6bcf76ac15f994de07a583b7c102a8f58d27b4a96c786729f642b2d0ec2d,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/frame_0069.png,,,libero_object,31744,2.0,"81,82","1,5"
tomato_sauce_s23,tomato_sauce,23,early,1,139,teacher_ws,True,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/frame_0139.npy,3bdf9a80626e983916e5e0bf7a3eea01ff42bc804b8149771d5d2f6039b59fdf,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/processor_0139.pt,9318fd3f9aeb6706e0aceec3c88bb297f2137a51221a18a43c8f1630d9643525,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/frame_0139.png,1314638fee3fecb2ebbe784ecf2ffa6d73203d82c9679e87b8b1b15c36d9f84a,,libero_object,31744,2.0,"81,82","1,5"
tomato_sauce_s23,tomato_sauce,23,early,1,141,teacher_anchor,True,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/frame_0141.npy,e917aa9067acdfc9a96ccfb52d9066929a75c9fcf5f79fff56016d1006d3083a,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/processor_0141.pt,b7ab843decb12104fbce90835f2b0e885474cd8bb9fe38cf7a5892312662c133,/data/liuyu/outputs/l12_frame_handoff_v2_r1/tomato_sauce_s23_frame/frame_0141.png,800f4dc52e12c2431481064ef74ef2c4f56647d31fe4da070615556b108c5de6,,libero_object,31744,2.0,"81,82","1,5"
salad_dressing_s11,salad_dressing,11,late,1,57,teacher_ws,True,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0057.npy,9c19f7451532ca3bb53588d69fb1ba6ed5c406b269da211c15a4865f4059a5fe,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/processor_0057.pt,4427d13fdc1e1d1aa8741c3c163fa3e89ed37b03f0db036ece9d1b2a9398f373,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0057.png,c4cb10121c53a19de4356d436e46c2b4d501199c868611236b2576d392b2f64f,,libero_object,31744,2.0,"81,82","1,5"
salad_dressing_s11,salad_dressing,11,late,1,59,teacher_anchor,True,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0059.npy,17a7a1702acb992d3d8e19af7e65bec85d53c619bad7e004a421e090a34b8438,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/processor_0059.pt,6768d38deb88049d98dd799f288dfd346b0fbcfc6807be7187c40ff5e75aac78,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0059.png,1bef2adc724df55f12f5dc180c89527e4cdfa460ba3cf0a4ea59d0f39d559e39,,libero_object,31744,2.0,"81,82","1,5"
salad_dressing_s11,salad_dressing,11,late,1,67,teacher_we,False,other,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0067.npy,a33bc6b5597e37c50ceec5404a0b2bb146629df1d953c395c856ddeef21dbd06,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/processor_0067.pt,7170406e61daa27628a044223951a79e8555501d454f35d6d866c484d2e32fdd,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0067.png,8999c741c8848ffe0592d48220f848ce59bd09dfc4ee745b6bd33636f3c5a0da,,libero_object,31744,2.0,"81,82","1,5"
salad_dressing_s11,salad_dressing,11,late,1,128,d5_emit,False,emit,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0128.npy,733bb296183d8819393891f4a248a479340ca6cb277bd81aadaf52e670ac3db8,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/processor_0128.pt,2a373523d4b60fce69688e4d4b6c3191bfdf49e4adb54e22ffc6d423eade94b0,/data/liuyu/outputs/l12_frame_handoff_v2_r1/salad_dressing_s11_frame/frame_0128.png,,,libero_object,31744,2.0,"81,82","1,5"
