frame_id,objective,eps,steps,budget_ok,clean_gripper_token,adv_gripper_token,token_flip,clean_gripper_action,adv_gripper_action,gripper_action_delta,meaningful_action_change,arm_l2,target_ce_before,target_ce_after,interpretation
ketchup_s0,target_action_ce,4/255,4,true,31872,31872,false,0.0,0.0,0.0,false,0.02030321955680847,27.000709533691406,0.005244189407676458,no_decoded_change
ketchup_s0,target_action_ce,4/255,20,true,31872,31872,false,0.0,0.0,0.0,false,0.32808688282966614,27.313411712646484,0.0,no_decoded_change
ketchup_s0,gripper_open_region_ce,4/255,4,true,31872,31872,false,0.0,0.0,0.0,false,0.02030321955680847,24.056472778320312,0.0,no_decoded_change
ketchup_s0,gripper_open_region_ce,4/255,20,true,31872,31744,true,0.0,0.9960784316062927,0.9960784316062927,true,0.03335139900445938,24.061267852783203,0.0,action_change
ketchup_s0,gripper_logit_margin_cw,4/255,4,true,31872,31872,false,0.0,0.0,0.0,false,0.02030321955680847,31.9375,0.375,no_decoded_change
ketchup_s0,gripper_logit_margin_cw,4/255,20,true,31872,31872,false,0.0,0.0,0.0,false,0.02030321955680847,32.375,0.0,no_decoded_change
tomato_s0,target_action_ce,4/255,4,true,31872,31872,false,0.0,0.0,0.0,false,0.03101327456533909,34.687503814697266,1.4840340614318848,no_decoded_change
tomato_s0,target_action_ce,4/255,20,true,31872,31872,false,0.0,0.0,0.0,false,0.08259286731481552,34.750003814697266,4.291525328881107e-06,no_decoded_change
tomato_s0,gripper_open_region_ce,4/255,4,true,31872,31872,false,0.0,0.0,0.0,false,0.045331452041864395,34.29344177246094,4.368799209594727,no_decoded_change
tomato_s0,gripper_open_region_ce,4/255,20,true,31872,31744,true,0.0,0.9960784316062927,0.9960784316062927,true,0.3205551505088806,34.40681838989258,3.814697265625e-06,action_change
tomato_s0,gripper_logit_margin_cw,4/255,4,true,31872,31872,false,0.0,0.0,0.0,false,0.037792742252349854,40.1875,8.875,no_decoded_change
tomato_s0,gripper_logit_margin_cw,4/255,20,true,31872,31872,false,0.0,0.0,0.0,false,0.03101327456533909,39.75,0.0,no_decoded_change
cream_s0,target_action_ce,4/255,4,true,31744,31745,true,0.9960784316062927,0.9960784316062927,0.0,false,6.254071394096172e-08,23.750036239624023,0.00010477947944309562,token_only_no_action_change
cream_s0,target_action_ce,4/255,20,true,31744,31744,false,0.9960784316062927,0.9960784316062927,0.0,false,0.05844017490744591,23.500036239624023,1.1920922133867862e-06,no_decoded_change
cream_s0,gripper_open_region_ce,4/255,4,true,31744,31745,true,0.9960784316062927,0.9960784316062927,0.0,false,0.007731098681688309,23.723575592041016,9.918212890625e-05,token_only_no_action_change
cream_s0,gripper_open_region_ce,4/255,20,true,31744,31744,false,0.9960784316062927,0.9960784316062927,0.0,false,0.0666806697845459,23.970109939575195,0.0,no_decoded_change
cream_s0,gripper_logit_margin_cw,4/255,4,true,31744,31745,true,0.9960784316062927,0.9960784316062927,0.0,false,6.254071394096172e-08,28.875,0.0,token_only_no_action_change
cream_s0,gripper_logit_margin_cw,4/255,20,true,31744,31745,true,0.9960784316062927,0.9960784316062927,0.0,false,6.254071394096172e-08,28.875,0.0,token_only_no_action_change
