objective,eps,steps,target_ce_before,target_ce_after,open_bin_prob_mass_before,open_bin_prob_mass_after,close_bin_prob_mass_before,close_bin_prob_mass_after,open_close_margin_before,open_close_margin_after,decoded_clean_gripper_token,decoded_adv_gripper_token,decoded_clean_gripper_action,decoded_adv_gripper_action,gripper_token_flipped,arm_action_l2,perturbation_linf,perturbation_l2,runtime_sec,model_dtype,pixel_values_dtype,error
target_action_ce,4/255,10,32.000003814697266,0.00023576818057335913,5.871013853027407e-13,0.9997642636299133,0.9999963045120239,0.00023210943618323654,-0.9999963045114368,0.9995321541937301,31872,31872,0.0,0.0,false,0.0067647104151546955,0.01953125,6.430443286895752,18.50547432899475,torch.bfloat16,torch.bfloat16,
target_action_ce,4/255,20,32.000003814697266,5.447716102935374e-05,5.871013853027407e-13,0.9999468326568604,0.9999963045120239,5.1899696700274944e-05,-0.9999963045114368,0.9998949329601601,31872,31872,0.0,0.0,false,0.06952968239784241,0.01953125,6.2993927001953125,34.45225143432617,torch.bfloat16,torch.bfloat16,
target_action_ce,4/255,40,32.000003814697266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,2.4328317138611055e-10,-0.9999963045114368,0.9999999997567168,31872,31745,0.0,0.9960784316062927,true,0.0067647104151546955,0.01953125,6.9934515953063965,66.90307068824768,torch.bfloat16,torch.bfloat16,
target_action_ce,8/255,10,32.000003814697266,7.390948667307384e-06,5.871013853027407e-13,0.9999926090240479,0.9999963045120239,7.024775641184533e-06,-0.9999963045114368,0.9999855842484067,31872,31744,0.0,0.9960784316062927,true,0.1410064399242401,0.03515625,8.51914119720459,19.18713116645813,torch.bfloat16,torch.bfloat16,
target_action_ce,8/255,20,32.000003814697266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,6.135621788416756e-08,-0.9999963045114368,0.9999999386437821,31872,31745,0.0,0.9960784316062927,true,0.0067647104151546955,0.03515625,10.449520111083984,35.38752007484436,torch.bfloat16,torch.bfloat16,
target_action_ce,8/255,40,32.000003814697266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,1.9332515189401933e-12,-0.9999963045114368,0.9999999999980668,31872,31872,0.0,0.0,false,0.0657142847776413,0.03515625,11.471031188964844,67.66562533378601,torch.bfloat16,torch.bfloat16,
target_action_ce,12/255,10,32.000003814697266,2.7418097943154862e-06,5.871013853027407e-13,0.9999972581863403,0.9999963045120239,2.806180646075518e-06,-0.9999963045114368,0.9999944520056943,31872,31872,0.0,0.0,false,0.0067647104151546955,0.05078125,8.873152732849121,19.50052261352539,torch.bfloat16,torch.bfloat16,
target_action_ce,12/255,20,32.000003814697266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,8.05318833840829e-08,-0.9999963045114368,0.9999999194681166,31872,31744,0.0,0.9960784316062927,true,0.14944668114185333,0.05078125,11.528600692749023,35.57081961631775,torch.bfloat16,torch.bfloat16,
target_action_ce,12/255,40,32.000003814697266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,6.939930852212228e-09,-0.9999963045114368,0.9999999930600691,31872,31872,0.0,0.0,false,0.0657142847776413,0.05078125,14.245290756225586,67.25831151008606,torch.bfloat16,torch.bfloat16,
target_action_ce,16/255,10,32.000003814697266,1.311301275563892e-06,5.871013853027407e-13,0.9999986886978149,0.9999963045120239,1.2074577853127266e-06,-0.9999963045114368,0.9999974812400296,31872,31745,0.0,0.9960784316062927,true,0.0067647104151546955,0.06640625,8.92974853515625,19.168110370635986,torch.bfloat16,torch.bfloat16,
target_action_ce,16/255,20,32.000003814697266,2.3841855067985307e-07,5.871013853027407e-13,0.9999997615814209,0.9999963045120239,2.8891378178741434e-07,-0.9999963045114368,0.9999994726676391,31872,31872,0.0,0.0,false,0.09687594324350357,0.06640625,11.546656608581543,35.531232595443726,torch.bfloat16,torch.bfloat16,
target_action_ce,16/255,40,32.000003814697266,1.1920928244535389e-07,5.871013853027407e-13,0.9999998807907104,0.9999963045120239,1.6656176171636616e-07,-0.9999963045114368,0.9999997142289487,31872,31745,0.0,0.9960784316062927,true,0.05733049288392067,0.06640625,15.570183753967285,67.71833372116089,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,4/255,10,28.163578033447266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,5.270535119450415e-09,-0.9999963045114368,0.9999999947294649,31872,31872,0.0,0.0,false,0.09046189486980438,0.01953125,6.062345504760742,19.307916164398193,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,4/255,20,28.163578033447266,0.13787078857421875,5.871013853027407e-13,0.8712103366851807,0.9999963045120239,0.06108711659908295,-0.9999963045114368,0.8101232200860977,31872,31744,0.0,0.9960784316062927,true,0.0067647104151546955,0.01953125,5.718676567077637,35.455177307128906,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,4/255,40,28.163578033447266,0.0,5.871013853027407e-13,0.9999999403953552,0.9999963045120239,2.6238899941688487e-09,-0.9999963045114368,0.9999999377714652,31872,31872,0.0,0.0,false,0.06952968239784241,0.01953125,6.561681270599365,67.85948252677917,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,8/255,10,28.163578033447266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,8.350274360857668e-10,-0.9999963045114368,0.9999999991649726,31872,31872,0.0,0.0,false,0.05437203869223595,0.03515625,8.251306533813477,19.41712737083435,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,8/255,20,28.163578033447266,0.0,5.871013853027407e-13,1.0000001192092896,0.9999963045120239,6.567116295208564e-10,-0.9999963045114368,1.000000118552578,31872,31872,0.0,0.0,false,0.09046189486980438,0.03515625,9.922818183898926,35.753050088882446,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,8/255,40,28.163578033447266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,4.0489844810309705e-10,-0.9999963045114368,0.9999999995951016,31872,31872,0.0,0.0,false,0.09046189486980438,0.03515625,10.769030570983887,67.85314130783081,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,12/255,10,28.163578033447266,1.52587890625e-05,5.871013853027407e-13,0.9999860525131226,0.9999963045120239,6.15710769125144e-06,-0.9999963045114368,0.9999798954054313,31872,31872,0.0,0.0,false,0.09539839625358582,0.05078125,8.386033058166504,19.44253444671631,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,12/255,20,28.163578033447266,0.0,5.871013853027407e-13,1.0,0.9999963045120239,2.8301191251633995e-11,-0.9999963045114368,0.9999999999716989,31872,31872,0.0,0.0,false,0.09046189486980438,0.05078125,11.194503784179688,35.54501819610596,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,12/255,40,28.163578033447266,0.0,5.871013853027407e-13,1.0000001192092896,0.9999963045120239,2.0922730561978575e-11,-0.9999963045114368,1.0000001191883667,31872,31872,0.0,0.0,false,0.05437203869223595,0.05078125,13.762198448181152,67.63715720176697,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,16/255,10,28.163578033447266,0.0,5.871013853027407e-13,1.0000001192092896,0.9999963045120239,9.066299933024879e-10,-0.9999963045114368,1.0000001183026597,31872,31872,0.0,0.0,false,0.0947122722864151,0.06640625,8.215226173400879,19.316831588745117,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,16/255,20,28.163578033447266,0.0,5.871013853027407e-13,1.0000001192092896,0.9999963045120239,3.790360803002102e-10,-0.9999963045114368,1.0000001188302534,31872,31872,0.0,0.0,false,0.10322067886590958,0.06640625,11.730990409851074,35.413095235824585,torch.bfloat16,torch.bfloat16,
gripper_open_region_ce,16/255,40,28.163578033447266,0.0,5.871013853027407e-13,1.0000001192092896,0.9999963045120239,1.6666280985497273e-12,-0.9999963045114368,1.0000001192076229,31872,31872,0.0,0.0,false,0.09046189486980438,0.06640625,15.105140686035156,67.45482659339905,torch.bfloat16,torch.bfloat16,
gripper_logit_margin_cw,4/255,10,,,,,,,,,,,,,,,,,12.968011,,,"CUDA error: an illegal memory access was encountered
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1.
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.
"
