parent_id,step,seed,status,source,true_feasible,true_token,true_arm,true_margin,true_linf,arm_gate_ok,token_gate_ok,linf_gate_ok,rand_feasible,shuffled_feasible,output_dir
butter_s11,60,81,FRAME_SEED_PASS,H2_anchor_reuse,True,31744,5/6,17.75,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_deepseek_autonomous_20260617_r1/h1_v4_butter_s11_step60_seed81/canary
butter_s11,60,82,FRAME_SEED_PASS,H2_anchor_reuse,True,31744,5/6,16.75,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_deepseek_autonomous_20260617_r1/h2_v4_primary/butter_s11_step0060_seed82/canary
butter_s11,61,81,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/butter_s11_step0061_seed81/canary
butter_s11,61,82,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/butter_s11_step0061_seed82/canary
butter_s11,62,81,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/butter_s11_step0062_seed81/canary
butter_s11,62,82,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/butter_s11_step0062_seed82/canary
butter_s11,63,81,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/butter_s11_step0063_seed81/canary
butter_s11,63,82,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/butter_s11_step0063_seed82/canary
tomato_sauce_s23,141,81,FRAME_SEED_PASS,H2_anchor_reuse,True,31744,6/6,21.123817443847656,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_deepseek_autonomous_20260617_r1/h2_v4_primary/tomato_sauce_s23_step0141_seed81/canary
tomato_sauce_s23,141,82,FRAME_SEED_PASS,H2_anchor_reuse,True,31744,6/6,15.124967575073242,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_deepseek_autonomous_20260617_r1/h2_v4_primary/tomato_sauce_s23_step0141_seed82/canary
salad_dressing_s11,59,81,FRAME_SEED_PASS,H2_anchor_reuse,True,31744,5/6,11.75,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_deepseek_autonomous_20260617_r1/h2_v4_primary/salad_dressing_s11_step0059_seed81/canary
salad_dressing_s11,59,82,FRAME_SEED_PASS,H2_anchor_reuse,True,31744,5/6,15.5,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_deepseek_autonomous_20260617_r1/h2_v4_primary/salad_dressing_s11_step0059_seed82/canary
salad_dressing_s11,60,81,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/salad_dressing_s11_step0060_seed81/canary
salad_dressing_s11,60,82,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/salad_dressing_s11_step0060_seed82/canary
salad_dressing_s11,61,81,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/salad_dressing_s11_step0061_seed81/canary
salad_dressing_s11,61,82,FRAME_SEED_PASS,H3_new_execution,True,31744,6/6,0.0,0.023529052734375,True,True,True,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/salad_dressing_s11_step0061_seed82/canary
salad_dressing_s11,62,81,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/salad_dressing_s11_step0062_seed81/canary
salad_dressing_s11,62,82,FRAME_SEED_SCIENTIFIC_FAIL,H3_new_execution,False,0,0/0,-inf,999.0,False,False,False,False,False,/data/liuyu/outputs/l3_h3_h5_2h_20260617_r1/h3_attacks/salad_dressing_s11_step0062_seed82/canary
