suite,task_id,task_name,state_id,seed,run_id,run_dir,step_idx,n_steps,clean_success,mechanism_type,mechanism_eligible,teacher_label_available,full_eef_position_available,full_eef_velocity_available,gripper_feature_available,action_feature_available,eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,gripper_qpos,gripper_width,gripper_command,action_dx,action_dy,action_dz,action_gripper,available_features,available_labels,missing_fields,label_source,split_candidate,notes
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,84,true,pick_place_transfer,true,true,false,false,true,true,,,1.1742366552352905,,,-4.5299530029296875e-05,0.0776900202035904,0.0776900202035904,-1.0,-0.002985029947012663,0.1071428656578064,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,190,true,pick_place_transfer,true,true,false,false,true,true,,,1.1741803884506226,,,0.00021755695343017578,0.07768987119197845,0.07768987119197845,-1.0,0.08281360566616058,0.19758404791355133,0.07797268778085709,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,2,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,89,true,pick_place_transfer,true,true,false,false,true,true,,,1.1873586177825928,,,8.213520050048828e-05,0.07769016176462173,0.07769016176462173,-1.0,-0.002985029947012663,0.01670168712735176,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,3,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,116,true,pick_place_transfer,true,true,false,false,true,true,,,1.1664371490478516,,,-7.152557373046875e-05,0.07769012451171875,0.07769012451171875,-1.0,-0.002985029947012663,-0.0013865478103980422,0.004653359763324261,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,4,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,72,true,pick_place_transfer,true,true,false,false,true,true,,,1.1650753021240234,,,-4.7087669372558594e-05,0.07768985629081726,0.07768985629081726,-1.0,0.3732089698314667,0.2759664058685303,0.20261554419994354,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,5,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,84,true,pick_place_transfer,true,true,false,false,true,true,,,1.1801820993423462,,,0.0002480745315551758,0.07769013196229935,0.07769013196229935,-1.0,0.12901286780834198,-0.0013865478103980422,0.0853046178817749,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,6,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,81,true,pick_place_transfer,true,true,false,false,true,true,,,1.1756627559661865,,,0.0006320476531982422,0.07768993079662323,0.07768993079662323,-1.0,0.4722073972225189,0.2699369788169861,0.30526259541511536,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,7,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,83,true,pick_place_transfer,true,true,false,false,true,true,,,1.1874498128890991,,,-0.0005052089691162109,0.077689990401268,0.077689990401268,-1.0,0.1554124504327774,0.08302521705627441,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,8,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,92,true,pick_place_transfer,true,true,false,false,true,true,,,1.168997883796692,,,-1.6927719116210938e-05,0.0776900053024292,0.0776900053024292,-1.0,-0.002985029947012663,0.1071428656578064,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,9,0,official_clean_libero_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,0,87,true,pick_place_transfer,true,true,false,false,true,true,,,1.1732661724090576,,,1.2278556823730469e-05,0.07769005000591278,0.07769005000591278,-1.0,-0.002985029947012663,0.11920168995857239,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,182,true,pick_place_transfer,true,true,false,false,true,true,,,1.1850953102111816,,,0.00015413761138916016,0.07769012451171875,0.07769012451171875,-1.0,0.01681465469300747,-0.0013865478103980422,0.019317224621772766,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,111,true,pick_place_transfer,true,true,false,false,true,true,,,1.1796563863754272,,,-0.0007224082946777344,0.07769013941287994,0.07769013941287994,-1.0,0.19501182436943054,-0.0013865478103980422,0.05597689002752304,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,89,true,pick_place_transfer,true,true,false,false,true,true,,,1.180259346961975,,,-0.0005922317504882812,0.07769013941287994,0.07769013941287994,-1.0,0.08941350132226944,-0.0013865478103980422,0.019317224621772766,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,88,true,pick_place_transfer,true,true,false,false,true,true,,,1.1624821424484253,,,-0.0016922950744628906,0.07769166678190231,0.07769166678190231,-1.0,0.5712058544158936,0.3483193516731262,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
