trace_path,task,state_id,seed,condition,window_start,window_end,window_source,selector_type,phase,generated_OPEN_count,generated_OPEN_total,qpos_opening_delta,qpos_abs_delta,qpos_post_start,qpos_post_min,armL2_max,done,timeout,attack_invalid,schema_incomplete,claim_excluded,exclusion_reason
/data/liuyu/outputs/vis_calibration_1r3r_20260605/alphabet_soup_s0/traces/alphabet_soup_s0_vis_pgd_w3_20_trace.csv,alphabet_soup,0,0,vis_pgd,3,20,fixed,fixed,grasp_formation,18,18,0.027619,0.027619,0.028599,0.00098,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/alphabet_soup_s2/traces/alphabet_soup_s2_vis_pgd_w11_28_trace.csv,alphabet_soup,2,0,vis_pgd,11,28,fixed,fixed,grasp_formation,18,18,0.037643,0.037643,0.038648,0.001005,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/alphabet_soup_s4/traces/alphabet_soup_s4_vis_pgd_w4_21_trace.csv,alphabet_soup,4,0,vis_pgd,4,21,fixed,unknown,,18,18,0.032126,0.032126,0.033179,0.001053,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/alphabet_soup_s6/traces/alphabet_soup_s6_vis_pgd_w40_57_trace.csv,alphabet_soup,6,0,vis_pgd,40,57,fixed,fixed,grasp_formation,0,18,0.0,0.000155,0.039696,0.039696,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s0/traces/bbq_sauce_s0_vis_pgd_w25_42_trace.csv,bbq_sauce,0,0,vis_pgd,25,42,fixed,fixed,grasp_formation,18,18,0.038055,0.038055,0.039067,0.001012,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s0/traces/bbq_sauce_s0_vis_pgd_w5_22_trace.csv,bbq_sauce,0,0,vis_pgd,5,22,fixed,fixed,grasp_formation,1,18,0.0,0.0029,0.036143,0.036143,0.868976,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s4/traces/bbq_sauce_s4_vis_pgd_w14_31_trace.csv,bbq_sauce,4,0,vis_pgd,14,31,fixed,fixed,grasp_formation,18,18,0.037853,0.037853,0.038789,0.000936,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s5/traces/bbq_sauce_s5_clean_w27_44_trace.csv,bbq_sauce,5,0,clean,27,44,fixed,fixed,grasp_formation,0,18,0.0,0.000309,0.039391,0.039391,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s5/traces/bbq_sauce_s5_random_linf_w27_44_trace.csv,bbq_sauce,5,0,random_linf,27,44,fixed,fixed,grasp_formation,0,18,0.0,0.000299,0.039392,0.039392,0.459089,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s5/traces/bbq_sauce_s5_vis_pgd_w27_44_trace.csv,bbq_sauce,5,0,vis_pgd,27,44,fixed,fixed,grasp_formation,18,18,0.038119,0.038119,0.039067,0.000948,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s9/traces/bbq_sauce_s9_clean_w22_39_trace.csv,bbq_sauce,9,0,clean,22,39,fixed,fixed,grasp_formation,0,18,0.0,0.000362,0.039306,0.039306,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s9/traces/bbq_sauce_s9_random_linf_w22_39_trace.csv,bbq_sauce,9,0,random_linf,22,39,fixed,fixed,grasp_formation,0,18,0.0,0.000361,0.039306,0.039306,0.208444,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/bbq_sauce_s9/traces/bbq_sauce_s9_vis_pgd_w22_39_trace.csv,bbq_sauce,9,0,vis_pgd,22,39,fixed,unknown,,18,18,0.038,0.038,0.038999,0.000999,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/butter_s0/traces/butter_s0_vis_pgd_w29_46_trace.csv,butter,0,0,vis_pgd,29,46,fixed,unknown,,18,18,0.037905,0.037905,0.039024,0.001119,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/butter_s0/traces/butter_s0_vis_pgd_w32_49_trace.csv,butter,0,0,vis_pgd,32,49,fixed,fixed,grasp_formation,18,18,0.037934,0.037934,0.039036,0.001102,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/butter_s2/traces/butter_s2_vis_pgd_w23_40_trace.csv,butter,2,0,vis_pgd,23,40,fixed,fixed,grasp_formation,18,18,0.037462,0.037462,0.03872,0.001258,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/butter_s5/traces/butter_s5_clean_w25_42_trace.csv,butter,5,0,clean,25,42,fixed,fixed,grasp_formation,0,18,0.0,0.000369,0.039313,0.039313,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/butter_s5/traces/butter_s5_random_linf_w25_42_trace.csv,butter,5,0,random_linf,25,42,fixed,fixed,grasp_formation,0,18,0.0,0.000691,0.038721,0.038721,0.256431,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/butter_s5/traces/butter_s5_vis_pgd_w25_42_trace.csv,butter,5,0,vis_pgd,25,42,fixed,fixed,grasp_formation,0,18,0.0,0.000542,0.03898,0.03898,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/cream_cheese_s4/traces/cream_cheese_s4_clean_w28_45_trace.csv,cream_cheese,4,0,clean,28,45,fixed,fixed,grasp_formation,0,18,0.0,0.000288,0.039465,0.039465,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/cream_cheese_s4/traces/cream_cheese_s4_random_linf_w28_45_trace.csv,cream_cheese,4,0,random_linf,28,45,fixed,fixed,grasp_formation,0,18,0.0,0.000289,0.039461,0.039461,0.64059,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/cream_cheese_s4/traces/cream_cheese_s4_vis_pgd_w28_45_trace.csv,cream_cheese,4,0,vis_pgd,28,45,fixed,fixed,grasp_formation,18,18,0.038149,0.038149,0.039132,0.000983,0.0,False,True,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/ketchup_s0/traces/ketchup_s0_clean_w16_33_trace.csv,ketchup,0,0,clean,16,33,fixed,fixed,grasp_formation,0,18,0.0,0.000382,0.039122,0.039122,0.0,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/ketchup_s0/traces/ketchup_s0_random_linf_w16_33_trace.csv,ketchup,0,0,random_linf,16,33,fixed,fixed,grasp_formation,0,18,0.0,0.000382,0.039122,0.039122,0.147468,True,False,False,False,False,
/data/liuyu/outputs/vis_calibration_1r3r_20260605/ketchup_s0/traces/ketchup_s0_vis_pgd_w16_33_trace.csv,ketchup,0,0,vis_pgd,16,33,fixed,fixed,grasp_formation,0,18,0.0,0.000384,0.039122,0.039122,0.0,True,False,False,False,False,
