stage,commit,condition,attack_seed,candidate_id,candidate_source,candidate_seed,official_tokens,official_gripper_token,official_target31744_score,official_best_competitor_token,official_best_competitor_score,official_target31744_margin,official_target31744_best_competitor_margin,official_target31744_logratio_margin,surrogate_target31744_margin,arm_prefix_match_count,arm_prefix_match_denominator,score_invariant_status,processor_linf,delta_sha256,processor_input_sha256,budget_quantized_correction_count,feasible,selected,selection_reason
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,0,delta0,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,41.25,31872,40.75,0.5,0.5,0.5,,6,6,PASS,0.023529052734375,ea67daf4cfcff4cb23eb12044f1de03a30aaa2f3514ce98c7639e5a0e897d706,a565f3d9409194ab5f6785f008d16cb7f5739e4349bb131b44f2a64ebea06cb0,0,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,1,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,43.0,31872,39.5,3.5,3.5,3.5,,6,6,PASS,0.023529052734375,37a5a302801ab50a8758b556b346b5749ce1a0f4251a67746947402094010ef3,45c7c6fbd9966ea4746671e5f18264709d628bdcc48b56d39c6b7ae0b4ca841d,1564,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,2,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,45.5,31872,38.5,7.0,7.0,7.0,,6,6,PASS,0.023529052734375,82be7891881d69e4abb1a9fbc66e532e2c2388a73d8c73600b2fcbd4747b53d6,afc321f3eafabed123915de9a01358285a2cbf2dd96f0cf43be7f57d82bcd541,2926,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,3,pgd_iteration,,"[31914, 31870, 31932, 31882, 31887, 31876, 31744]",31744,58.75,31872,27.75,30.999740600585938,31.0,30.999740600585938,,2,6,PASS,0.023529052734375,f8fec62a7a1b4bd33a68c8f05b4b0d77d988a841b13388ac9b24c3df09cbf654,953c6595a8856aedbd10edbff001c3873f947b1f629cf834389e1d0000fbf5fb,4293,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,4,pgd_iteration,,"[31938, 31878, 31932, 31882, 31977, 31915, 31744]",31744,37.25,31872,34.0,3.25,3.25,3.25,,1,6,PASS,0.023529052734375,775e7aaf69da9b5b9880bb32da2f705e6aa6dc367e0a19ebcdd5ec5ecb5a98ac,3bd1d88cd52a0e750dba85ca296560397f10320636ec7106945e946d8a78bbdc,5104,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,5,pgd_iteration,,"[31938, 31878, 31932, 31882, 31977, 31915, 31744]",31744,39.5,31872,32.25,7.25,7.25,7.25,,1,6,PASS,0.023529052734375,b30c68e0075400f8f843f0ef70baea880a6c60cb1fa961c0f9c58560b9cd8299,8d8faa69f9f0869a1a2c29a530b95260a7733ffff4e275676be002cdbe4e893b,5648,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,6,pgd_iteration,,"[31938, 31878, 31932, 31882, 31977, 31915, 31744]",31744,41.5,31872,31.25,10.249998092651367,10.25,10.249998092651367,,1,6,PASS,0.023529052734375,919a051df5d986ad79eeb20e041f18e203fb6bd5ad291ef62c451579b6520018,c8894039d8c72a88975f5a9e33bac0d545d44bf6631c7163aeeb3e0893eb7ff6,6452,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,7,pgd_iteration,,"[31938, 31876, 31937, 31882, 31977, 31915, 31744]",31744,46.75,31872,29.25,17.499664306640625,17.5,17.499664306640625,,1,6,PASS,0.023529052734375,64d0005d5eae192159fa6e7effd12f992e4cb2e67ff572c9a3ff785797f9c2b3,1053f25fd00a9ce3cb2e40d01e3668f022cbabed2ebd337930839462c6721495,7471,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,8,pgd_iteration,,"[31938, 31878, 31932, 31882, 31977, 31915, 31744]",31744,44.5,31872,29.0,15.499975204467773,15.5,15.499975204467773,,1,6,PASS,0.023529052734375,834d0f7e218f4205c7c7f13928c4f43aebf279fd66de2dd2652143fae9316131,3039a77776ef226770f6b5b72e0f9f48d00b1478df67c18203f92215fe878cd6,8236,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,9,pgd_iteration,,"[31938, 31870, 31937, 31882, 31982, 31916, 31744]",31744,50.0,31872,24.5,25.497499465942383,25.5,25.497499465942383,,2,6,PASS,0.023529052734375,216a6ae3095a0c315eca0291ace75e63d68a060e3f046a56e2a11844952e0ca1,cb6576f44b7fbecc1c78a8895b312ab70422c8909553d5f8018271a9a6fa4a14,9129,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,TRUE_PGD_TRAJECTORY21_SELECTIVE,84,10,pgd_iteration,,"[31938, 31870, 31937, 31882, 31982, 31916, 31744]",31744,51.5,31872,23.25,28.223583221435547,28.25,28.223583221435547,,2,6,PASS,0.023529052734375,9c068f3c14659b97c60e107fe5e61a31e1532edfdf8039ba4585888c0c4d4ab8,68346e923c1a7d2377b78c43bf5781bc4ecd8754b4325fd9c8885503599ad5c0,9890,0,0,not_feasible
